Currency,date,value,fmt_date,value_numeric
Czech koruna,"July 18,2023",21.178000,2023-07-18,21.178
Czech koruna,"July 19,2023",21.324000,2023-07-19,21.324
Czech koruna,"July 20,2023",21.399000,2023-07-20,21.399
Czech koruna,"July 21,2023",21.618000,2023-07-21,21.618
Czech koruna,"July 24,2023",21.781000,2023-07-24,21.781
Czech koruna,"July 25,2023",21.754000,2023-07-25,21.754
Czech koruna,"July 26,2023",21.747000,2023-07-26,21.747
Czech koruna,"July 27,2023",21.622000,2023-07-27,21.622
Czech koruna,"July 28,2023",21.815000,2023-07-28,21.815
Czech koruna,"July 31,2023",21.695000,2023-07-31,21.695
Danish krone,"July 05,2023",6.846400,2023-07-05,6.8464
Danish krone,"July 06,2023",6.834800,2023-07-06,6.8348
Danish krone,"July 07,2023",6.843800,2023-07-07,6.8438
Danish krone,"July 10,2023",6.801000,2023-07-10,6.801
Danish krone,"July 11,2023",6.782100,2023-07-11,6.7821
Danish krone,"July 12,2023",6.761400,2023-07-12,6.7614
Danish krone,"July 13,2023",6.664600,2023-07-13,6.6646
Danish krone,"July 14,2023",6.637900,2023-07-14,6.6379
Danish krone,"July 17,2023",6.634400,2023-07-17,6.6344
Danish krone,"July 18,2023",6.620100,2023-07-18,6.6201
Danish krone,"July 19,2023",6.639400,2023-07-19,6.6394
Danish krone,"July 20,2023",6.654300,2023-07-20,6.6543
Danish krone,"July 21,2023",6.698600,2023-07-21,6.6986
Danish krone,"July 24,2023",6.715400,2023-07-24,6.7154
Danish krone,"July 25,2023",6.742800,2023-07-25,6.7428
Danish krone,"July 26,2023",6.738100,2023-07-26,6.7381
Danish krone,"July 27,2023",6.698200,2023-07-27,6.6982
Danish krone,"July 28,2023",6.769000,2023-07-28,6.769
Danish krone,"July 31,2023",6.761200,2023-07-31,6.7612
Indian rupee,"July 05,2023",82.161600,2023-07-05,82.1616
Indian rupee,"July 06,2023",82.457200,2023-07-06,82.4572
Indian rupee,"July 07,2023",82.677300,2023-07-07,82.6773
Indian rupee,"July 10,2023",82.633500,2023-07-10,82.6335
Indian rupee,"July 11,2023",82.353300,2023-07-11,82.3533
Indian rupee,"July 12,2023",82.281700,2023-07-12,82.2817
Indian rupee,"July 13,2023",82.120100,2023-07-13,82.1201
Indian rupee,"July 14,2023",82.102100,2023-07-14,82.1021
Indian rupee,"July 17,2023",82.146000,2023-07-17,82.146
Indian rupee,"July 18,2023",82.048600,2023-07-18,82.0486
Indian rupee,"July 19,2023",82.102900,2023-07-19,82.1029
Indian rupee,"July 20,2023",82.044600,2023-07-20,82.0446
Indian rupee,"July 21,2023",82.021700,2023-07-21,82.0217
Indian rupee,"July 24,2023",81.924600,2023-07-24,81.9246
Indian rupee,"July 25,2023",81.808800,2023-07-25,81.8088
Indian rupee,"July 26,2023",81.988000,2023-07-26,81.988
Indian rupee,"July 27,2023",81.992300,2023-07-27,81.9923
Indian rupee,"July 28,2023",82.246500,2023-07-28,82.2465
Indian rupee,"July 31,2023",82.248100,2023-07-31,82.2481
Israeli New Shekel,"July 05,2023",3.698000,2023-07-05,3.698
Israeli New Shekel,"July 06,2023",3.699000,2023-07-06,3.699
Israeli New Shekel,"July 07,2023",3.717000,2023-07-07,3.717
Israeli New Shekel,"July 10,2023",3.710000,2023-07-10,3.71
Israeli New Shekel,"July 11,2023",3.709000,2023-07-11,3.709
Israeli New Shekel,"July 12,2023",3.665000,2023-07-12,3.665
Israeli New Shekel,"July 13,2023",3.618000,2023-07-13,3.618
Israeli New Shekel,"July 14,2023",3.609000,2023-07-14,3.609
Israeli New Shekel,"July 17,2023",3.635000,2023-07-17,3.635
Israeli New Shekel,"July 18,2023",3.635000,2023-07-18,3.635
Israeli New Shekel,"July 19,2023",3.590000,2023-07-19,3.59
Israeli New Shekel,"July 20,2023",3.593000,2023-07-20,3.593
Israeli New Shekel,"July 21,2023",3.617000,2023-07-21,3.617
Israeli New Shekel,"July 24,2023",3.620000,2023-07-24,3.62
Israeli New Shekel,"July 25,2023",3.717000,2023-07-25,3.717
Israeli New Shekel,"July 26,2023",3.710000,2023-07-26,3.71
Israeli New Shekel,"July 27,2023",NA,2023-07-27,NA
Israeli New Shekel,"July 28,2023",3.713000,2023-07-28,3.713
Israeli New Shekel,"July 31,2023",3.693000,2023-07-31,3.693
Korean won,"July 05,2023","1,301.700000",2023-07-05,1301.7
Korean won,"July 06,2023","1,300.800000",2023-07-06,1300.8
Korean won,"July 07,2023","1,303.800000",2023-07-07,1303.8
Korean won,"July 10,2023","1,307.300000",2023-07-10,1307.3
Korean won,"July 11,2023","1,303.800000",2023-07-11,1303.8
Korean won,"July 12,2023","1,295.000000",2023-07-12,1295
Korean won,"July 13,2023","1,291.400000",2023-07-13,1291.4
Korean won,"July 14,2023","1,276.200000",2023-07-14,1276.2
Korean won,"July 17,2023","1,265.800000",2023-07-17,1265.8
Korean won,"July 18,2023","1,266.100000",2023-07-18,1266.1
Korean won,"July 19,2023","1,261.600000",2023-07-19,1261.6
Korean won,"July 20,2023","1,265.400000",2023-07-20,1265.4
Korean won,"July 21,2023","1,265.800000",2023-07-21,1265.8
Korean won,"July 24,2023","1,281.700000",2023-07-24,1281.7
Korean won,"July 25,2023","1,283.800000",2023-07-25,1283.8
Korean won,"July 26,2023","1,280.700000",2023-07-26,1280.7
Korean won,"July 27,2023","1,278.700000",2023-07-27,1278.7
Korean won,"July 28,2023","1,273.400000",2023-07-28,1273.4
Korean won,"July 31,2023","1,280.000000",2023-07-31,1280
Kuwaiti dinar,"July 05,2023",0.307200,2023-07-05,0.3072
Kuwaiti dinar,"July 06,2023",0.307300,2023-07-06,0.3073
Kuwaiti dinar,"July 07,2023",NA,2023-07-07,NA
Kuwaiti dinar,"July 10,2023",0.307000,2023-07-10,0.307
Kuwaiti dinar,"July 11,2023",0.306750,2023-07-11,0.30675
Kuwaiti dinar,"July 12,2023",0.306650,2023-07-12,0.30665
Kuwaiti dinar,"July 13,2023",0.306300,2023-07-13,0.3063
Kuwaiti dinar,"July 14,2023",0.306300,2023-07-14,0.3063
Kuwaiti dinar,"July 17,2023",0.306100,2023-07-17,0.3061
Kuwaiti dinar,"July 18,2023",0.306000,2023-07-18,0.306
Kuwaiti dinar,"July 19,2023",NA,2023-07-19,NA
Kuwaiti dinar,"July 20,2023",NA,2023-07-20,NA
Kuwaiti dinar,"July 21,2023",NA,2023-07-21,NA
Kuwaiti dinar,"July 24,2023",0.306500,2023-07-24,0.3065
Kuwaiti dinar,"July 25,2023",0.306600,2023-07-25,0.3066
Kuwaiti dinar,"July 26,2023",0.306600,2023-07-26,0.3066
Kuwaiti dinar,"July 27,2023",0.306400,2023-07-27,0.3064
Kuwaiti dinar,"July 28,2023",NA,2023-07-28,NA
Kuwaiti dinar,"July 31,2023",0.306800,2023-07-31,0.3068
Malaysian ringgit,"July 05,2023",4.646500,2023-07-05,4.6465
Malaysian ringgit,"July 06,2023",4.659000,2023-07-06,4.659
Malaysian ringgit,"July 07,2023",4.671000,2023-07-07,4.671
Malaysian ringgit,"July 10,2023",4.668000,2023-07-10,4.668
Malaysian ringgit,"July 11,2023",4.661000,2023-07-11,4.661
Malaysian ringgit,"July 12,2023",4.649000,2023-07-12,4.649
Malaysian ringgit,"July 13,2023",4.607500,2023-07-13,4.6075
Malaysian ringgit,"July 14,2023",4.520000,2023-07-14,4.52
Malaysian ringgit,"July 17,2023",4.555000,2023-07-17,4.555
Malaysian ringgit,"July 18,2023",4.535500,2023-07-18,4.5355
Malaysian ringgit,"July 19,2023",NA,2023-07-19,NA
Malaysian ringgit,"July 20,2023",4.548500,2023-07-20,4.5485
Malaysian ringgit,"July 21,2023",4.552500,2023-07-21,4.5525
Malaysian ringgit,"July 24,2023",4.575000,2023-07-24,4.575
Malaysian ringgit,"July 25,2023",4.566300,2023-07-25,4.5663
Malaysian ringgit,"July 26,2023",4.560500,2023-07-26,4.5605
Malaysian ringgit,"July 27,2023",4.529500,2023-07-27,4.5295
Malaysian ringgit,"July 28,2023",4.546300,2023-07-28,4.5463
Malaysian ringgit,"July 31,2023",4.540500,2023-07-31,4.5405
Mauritian rupee,"July 05,2023",45.822500,2023-07-05,45.8225
Mauritian rupee,"July 06,2023",45.839700,2023-07-06,45.8397
Mauritian rupee,"July 07,2023",45.928900,2023-07-07,45.9289
Mauritian rupee,"July 10,2023",45.904000,2023-07-10,45.904
Mauritian rupee,"July 11,2023",45.789600,2023-07-11,45.7896
Mauritian rupee,"July 12,2023",45.564200,2023-07-12,45.5642
Mauritian rupee,"July 13,2023",45.542000,2023-07-13,45.542
Mauritian rupee,"July 14,2023",45.551000,2023-07-14,45.551
Mauritian rupee,"July 17,2023",45.662100,2023-07-17,45.6621
Mauritian rupee,"July 18,2023",45.383000,2023-07-18,45.383
Mauritian rupee,"July 19,2023",45.392300,2023-07-19,45.3923
Mauritian rupee,"July 20,2023",45.619400,2023-07-20,45.6194
Mauritian rupee,"July 21,2023",45.742300,2023-07-21,45.7423
Mauritian rupee,"July 24,2023",45.624500,2023-07-24,45.6245
Mauritian rupee,"July 25,2023",45.938000,2023-07-25,45.938
Mauritian rupee,"July 26,2023",45.926000,2023-07-26,45.926
Mauritian rupee,"July 27,2023",45.817900,2023-07-27,45.8179
Mauritian rupee,"July 28,2023",45.970500,2023-07-28,45.9705
Mauritian rupee,"July 31,2023",46.046200,2023-07-31,46.0462
Mexican peso,"July 05,2023",17.004000,2023-07-05,17.004
Mexican peso,"July 06,2023",17.282500,2023-07-06,17.2825
Mexican peso,"July 07,2023",17.101200,2023-07-07,17.1012
Mexican peso,"July 10,2023",17.060500,2023-07-10,17.0605
Mexican peso,"July 11,2023",17.078300,2023-07-11,17.0783
Mexican peso,"July 12,2023",16.853700,2023-07-12,16.8537
Mexican peso,"July 13,2023",16.890500,2023-07-13,16.8905
Mexican peso,"July 14,2023",16.789200,2023-07-14,16.7892
Mexican peso,"July 17,2023",16.785800,2023-07-17,16.7858
Mexican peso,"July 18,2023",16.748000,2023-07-18,16.748
Mexican peso,"July 19,2023",16.766700,2023-07-19,16.7667
Mexican peso,"July 20,2023",16.846000,2023-07-20,16.846
Mexican peso,"July 21,2023",16.939300,2023-07-21,16.9393
Mexican peso,"July 24,2023",16.836700,2023-07-24,16.8367
Mexican peso,"July 25,2023",16.907500,2023-07-25,16.9075
Mexican peso,"July 26,2023",16.882500,2023-07-26,16.8825
Mexican peso,"July 27,2023",16.733800,2023-07-27,16.7338
Mexican peso,"July 28,2023",16.689500,2023-07-28,16.6895
Mexican peso,"July 31,2023",16.730300,2023-07-31,16.7303
New Zealand dollar (1),"July 05,2023",0.619200,2023-07-05,0.6192
New Zealand dollar (1),"July 06,2023",0.618450,2023-07-06,0.61845
New Zealand dollar (1),"July 07,2023",0.616400,2023-07-07,0.6164
New Zealand dollar (1),"July 10,2023",0.620250,2023-07-10,0.62025
New Zealand dollar (1),"July 11,2023",0.621500,2023-07-11,0.6215
New Zealand dollar (1),"July 12,2023",0.621950,2023-07-12,0.62195
New Zealand dollar (1),"July 13,2023",0.631500,2023-07-13,0.6315
New Zealand dollar (1),"July 14,2023",NA,2023-07-14,NA
New Zealand dollar (1),"July 17,2023",0.635300,2023-07-17,0.6353
New Zealand dollar (1),"July 18,2023",0.632750,2023-07-18,0.63275
New Zealand dollar (1),"July 19,2023",0.628350,2023-07-19,0.62835
New Zealand dollar (1),"July 20,2023",0.629750,2023-07-20,0.62975
New Zealand dollar (1),"July 21,2023",0.622150,2023-07-21,0.62215
New Zealand dollar (1),"July 24,2023",0.616050,2023-07-24,0.61605
New Zealand dollar (1),"July 25,2023",0.621400,2023-07-25,0.6214
New Zealand dollar (1),"July 26,2023",0.620200,2023-07-26,0.6202
New Zealand dollar (1),"July 27,2023",0.624500,2023-07-27,0.6245
New Zealand dollar (1),"July 28,2023",0.617250,2023-07-28,0.61725
New Zealand dollar (1),"July 31,2023",0.617100,2023-07-31,0.6171
Norwegian krone,"July 05,2023",10.704600,2023-07-05,10.7046
Norwegian krone,"July 06,2023",10.677100,2023-07-06,10.6771
Norwegian krone,"July 07,2023",10.753600,2023-07-07,10.7536
Norwegian krone,"July 10,2023",10.554500,2023-07-10,10.5545
Norwegian krone,"July 11,2023",10.421300,2023-07-11,10.4213
Norwegian krone,"July 12,2023",10.280300,2023-07-12,10.2803
Norwegian krone,"July 13,2023",10.059000,2023-07-13,10.059
Norwegian krone,"July 14,2023",9.990600,2023-07-14,9.9906
Norwegian krone,"July 17,2023",10.010700,2023-07-17,10.0107
Norwegian krone,"July 18,2023",10.075100,2023-07-18,10.0751
Norwegian krone,"July 19,2023",10.039200,2023-07-19,10.0392
Norwegian krone,"July 20,2023",9.962900,2023-07-20,9.9629
Norwegian krone,"July 21,2023",10.049000,2023-07-21,10.049
Norwegian krone,"July 24,2023",10.087000,2023-07-24,10.087
Norwegian krone,"July 25,2023",10.099100,2023-07-25,10.0991
Norwegian krone,"July 26,2023",10.127500,2023-07-26,10.1275
Norwegian krone,"July 27,2023",10.002200,2023-07-27,10.0022
Norwegian krone,"July 28,2023",10.143500,2023-07-28,10.1435
Norwegian krone,"July 31,2023",10.142900,2023-07-31,10.1429
Omani rial,"July 05,2023",0.384500,2023-07-05,0.3845
Omani rial,"July 06,2023",0.384500,2023-07-06,0.3845
Omani rial,"July 07,2023",NA,2023-07-07,NA
Omani rial,"July 10,2023",0.384500,2023-07-10,0.3845
Omani rial,"July 11,2023",0.384500,2023-07-11,0.3845
Omani rial,"July 12,2023",0.384500,2023-07-12,0.3845
Omani rial,"July 13,2023",0.384500,2023-07-13,0.3845
Omani rial,"July 14,2023",NA,2023-07-14,NA
Omani rial,"July 17,2023",0.384500,2023-07-17,0.3845
Omani rial,"July 18,2023",0.384500,2023-07-18,0.3845
Omani rial,"July 19,2023",NA,2023-07-19,NA
Omani rial,"July 20,2023",NA,2023-07-20,NA
Omani rial,"July 21,2023",NA,2023-07-21,NA
Omani rial,"July 24,2023",0.384500,2023-07-24,0.3845
Omani rial,"July 25,2023",0.384500,2023-07-25,0.3845
Omani rial,"July 26,2023",0.384500,2023-07-26,0.3845
Omani rial,"July 27,2023",0.384500,2023-07-27,0.3845
Omani rial,"July 28,2023",NA,2023-07-28,NA
Omani rial,"July 31,2023",0.384500,2023-07-31,0.3845
Peruvian sol,"July 05,2023",3.627000,2023-07-05,3.627
Peruvian sol,"July 06,2023",3.641000,2023-07-06,3.641
Peruvian sol,"July 07,2023",NA,2023-07-07,NA
Peruvian sol,"July 10,2023",3.636000,2023-07-10,3.636
Peruvian sol,"July 11,2023",3.632000,2023-07-11,3.632
Peruvian sol,"July 12,2023",3.588000,2023-07-12,3.588
Peruvian sol,"July 13,2023",3.565000,2023-07-13,3.565
Peruvian sol,"July 14,2023",3.558000,2023-07-14,3.558
Peruvian sol,"July 17,2023",3.555000,2023-07-17,3.555
Peruvian sol,"July 18,2023",3.552000,2023-07-18,3.552
Peruvian sol,"July 19,2023",3.571000,2023-07-19,3.571
Peruvian sol,"July 20,2023",3.583000,2023-07-20,3.583
Peruvian sol,"July 21,2023",3.580000,2023-07-21,3.58
Peruvian sol,"July 24,2023",3.581000,2023-07-24,3.581
Peruvian sol,"July 25,2023",3.596000,2023-07-25,3.596
Peruvian sol,"July 26,2023",3.595000,2023-07-26,3.595
Peruvian sol,"July 27,2023",3.591000,2023-07-27,3.591
Peruvian sol,"July 28,2023",NA,2023-07-28,NA
Peruvian sol,"July 31,2023",3.602000,2023-07-31,3.602
Philippine peso,"July 05,2023",55.254000,2023-07-05,55.254
Philippine peso,"July 06,2023",55.393000,2023-07-06,55.393
Philippine peso,"July 07,2023",55.546000,2023-07-07,55.546
Philippine peso,"July 10,2023",55.597000,2023-07-10,55.597
Philippine peso,"July 11,2023",55.617000,2023-07-11,55.617
Philippine peso,"July 12,2023",55.392000,2023-07-12,55.392
Philippine peso,"July 13,2023",55.045000,2023-07-13,55.045
Philippine peso,"July 14,2023",54.568000,2023-07-14,54.568
Philippine peso,"July 17,2023",54.384000,2023-07-17,54.384
Philippine peso,"July 18,2023",54.416000,2023-07-18,54.416
Philippine peso,"July 19,2023",54.412000,2023-07-19,54.412
Philippine peso,"July 20,2023",54.544000,2023-07-20,54.544
Philippine peso,"July 21,2023",54.461000,2023-07-21,54.461
Philippine peso,"July 24,2023",NA,2023-07-24,NA
Philippine peso,"July 25,2023",54.669000,2023-07-25,54.669
Philippine peso,"July 26,2023",54.560000,2023-07-26,54.56
Philippine peso,"July 27,2023",54.641000,2023-07-27,54.641
Philippine peso,"July 28,2023",54.530000,2023-07-28,54.53
Philippine peso,"July 31,2023",54.847000,2023-07-31,54.847
Polish zloty,"July 05,2023",4.086900,2023-07-05,4.0869
Polish zloty,"July 06,2023",4.119100,2023-07-06,4.1191
Polish zloty,"July 07,2023",4.118900,2023-07-07,4.1189
Polish zloty,"July 10,2023",4.063200,2023-07-10,4.0632
Polish zloty,"July 11,2023",4.037400,2023-07-11,4.0374
Polish zloty,"July 12,2023",4.034700,2023-07-12,4.0347
Polish zloty,"July 13,2023",3.972400,2023-07-13,3.9724
Polish zloty,"July 14,2023",3.961700,2023-07-14,3.9617
Polish zloty,"July 17,2023",3.961600,2023-07-17,3.9616
Polish zloty,"July 18,2023",3.945100,2023-07-18,3.9451
Polish zloty,"July 19,2023",3.961200,2023-07-19,3.9612
Polish zloty,"July 20,2023",3.971000,2023-07-20,3.971
Polish zloty,"July 21,2023",3.999000,2023-07-21,3.999
Polish zloty,"July 24,2023",4.021000,2023-07-24,4.021
Polish zloty,"July 25,2023",4.008000,2023-07-25,4.008
Polish zloty,"July 26,2023",3.994900,2023-07-26,3.9949
Polish zloty,"July 27,2023",3.970200,2023-07-27,3.9702
Polish zloty,"July 28,2023",4.037700,2023-07-28,4.0377
Polish zloty,"July 31,2023",3.999500,2023-07-31,3.9995
Qatari riyal,"July 05,2023",3.640000,2023-07-05,3.64
Qatari riyal,"July 06,2023",3.640000,2023-07-06,3.64
Qatari riyal,"July 07,2023",NA,2023-07-07,NA
Qatari riyal,"July 10,2023",3.640000,2023-07-10,3.64
Qatari riyal,"July 11,2023",3.640000,2023-07-11,3.64
Qatari riyal,"July 12,2023",3.640000,2023-07-12,3.64
Qatari riyal,"July 13,2023",3.640000,2023-07-13,3.64
Qatari riyal,"July 14,2023",NA,2023-07-14,NA
Qatari riyal,"July 17,2023",3.640000,2023-07-17,3.64
Qatari riyal,"July 18,2023",3.640000,2023-07-18,3.64
Qatari riyal,"July 19,2023",3.640000,2023-07-19,3.64
Qatari riyal,"July 20,2023",3.640000,2023-07-20,3.64
Qatari riyal,"July 21,2023",NA,2023-07-21,NA
Qatari riyal,"July 24,2023",3.640000,2023-07-24,3.64
Qatari riyal,"July 25,2023",3.640000,2023-07-25,3.64
Qatari riyal,"July 26,2023",3.640000,2023-07-26,3.64
Qatari riyal,"July 27,2023",3.640000,2023-07-27,3.64
Qatari riyal,"July 28,2023",NA,2023-07-28,NA
Qatari riyal,"July 31,2023",3.640000,2023-07-31,3.64
Russian ruble,"July 05,2023",90.338000,2023-07-05,90.338
Russian ruble,"July 06,2023",92.569500,2023-07-06,92.5695
Russian ruble,"July 07,2023",91.687900,2023-07-07,91.6879
Russian ruble,"July 10,2023",91.493100,2023-07-10,91.4931
Russian ruble,"July 11,2023",90.504500,2023-07-11,90.5045
Russian ruble,"July 12,2023",90.625300,2023-07-12,90.6253
Russian ruble,"July 13,2023",90.175700,2023-07-13,90.1757
Russian ruble,"July 14,2023",90.119000,2023-07-14,90.119
Russian ruble,"July 17,2023",90.421700,2023-07-17,90.4217
Russian ruble,"July 18,2023",90.690600,2023-07-18,90.6906
Russian ruble,"July 19,2023",91.204600,2023-07-19,91.2046
Russian ruble,"July 20,2023",90.854500,2023-07-20,90.8545
Russian ruble,"July 21,2023",90.384600,2023-07-21,90.3846
Russian ruble,"July 24,2023",90.489000,2023-07-24,90.489
Russian ruble,"July 25,2023",90.094500,2023-07-25,90.0945
Russian ruble,"July 26,2023",90.046800,2023-07-26,90.0468
Russian ruble,"July 27,2023",90.022500,2023-07-27,90.0225
Russian ruble,"July 28,2023",90.978300,2023-07-28,90.9783
Russian ruble,"July 31,2023",91.592300,2023-07-31,91.5923
Saudi Arabian riyal,"July 05,2023",3.750000,2023-07-05,3.75
Saudi Arabian riyal,"July 06,2023",3.750000,2023-07-06,3.75
Saudi Arabian riyal,"July 07,2023",NA,2023-07-07,NA
Saudi Arabian riyal,"July 10,2023",3.750000,2023-07-10,3.75
Saudi Arabian riyal,"July 11,2023",3.750000,2023-07-11,3.75
Saudi Arabian riyal,"July 12,2023",3.750000,2023-07-12,3.75
Saudi Arabian riyal,"July 13,2023",3.750000,2023-07-13,3.75
Saudi Arabian riyal,"July 14,2023",NA,2023-07-14,NA
Saudi Arabian riyal,"July 17,2023",3.750000,2023-07-17,3.75
Saudi Arabian riyal,"July 18,2023",3.750000,2023-07-18,3.75
Saudi Arabian riyal,"July 19,2023",3.750000,2023-07-19,3.75
Saudi Arabian riyal,"July 20,2023",3.750000,2023-07-20,3.75
Saudi Arabian riyal,"July 21,2023",NA,2023-07-21,NA
Saudi Arabian riyal,"July 24,2023",3.750000,2023-07-24,3.75
Saudi Arabian riyal,"July 25,2023",3.750000,2023-07-25,3.75
Saudi Arabian riyal,"July 26,2023",3.750000,2023-07-26,3.75
Saudi Arabian riyal,"July 27,2023",3.750000,2023-07-27,3.75
Saudi Arabian riyal,"July 28,2023",NA,2023-07-28,NA
Saudi Arabian riyal,"July 31,2023",3.750000,2023-07-31,3.75
Singapore dollar,"July 05,2023",1.350900,2023-07-05,1.3509
Singapore dollar,"July 06,2023",1.353600,2023-07-06,1.3536
Singapore dollar,"July 07,2023",1.353500,2023-07-07,1.3535
Singapore dollar,"July 10,2023",1.349000,2023-07-10,1.349
Singapore dollar,"July 11,2023",1.342500,2023-07-11,1.3425
Singapore dollar,"July 12,2023",1.337900,2023-07-12,1.3379
Singapore dollar,"July 13,2023",1.329000,2023-07-13,1.329
Singapore dollar,"July 14,2023",1.317600,2023-07-14,1.3176
Singapore dollar,"July 17,2023",1.322700,2023-07-17,1.3227
Singapore dollar,"July 18,2023",1.321100,2023-07-18,1.3211
Singapore dollar,"July 19,2023",1.324600,2023-07-19,1.3246
Singapore dollar,"July 20,2023",1.322200,2023-07-20,1.3222
Singapore dollar,"July 21,2023",1.326800,2023-07-21,1.3268
Singapore dollar,"July 24,2023",1.330700,2023-07-24,1.3307
Singapore dollar,"July 25,2023",1.329500,2023-07-25,1.3295
Singapore dollar,"July 26,2023",1.328300,2023-07-26,1.3283
Singapore dollar,"July 27,2023",1.322800,2023-07-27,1.3228
Singapore dollar,"July 28,2023",1.331900,2023-07-28,1.3319
Singapore dollar,"July 31,2023",1.331800,2023-07-31,1.3318
South African rand,"July 05,2023",18.747500,2023-07-05,18.7475
South African rand,"July 06,2023",18.871700,2023-07-06,18.8717
South African rand,"July 07,2023",19.076400,2023-07-07,19.0764
South African rand,"July 10,2023",18.779600,2023-07-10,18.7796
South African rand,"July 11,2023",18.666000,2023-07-11,18.666
South African rand,"July 12,2023",18.479700,2023-07-12,18.4797
South African rand,"July 13,2023",18.031700,2023-07-13,18.0317
South African rand,"July 14,2023",18.021200,2023-07-14,18.0212
South African rand,"July 17,2023",18.038100,2023-07-17,18.0381
